Temperature,Humidity,pH_Value,Rainfall,Crop,Soil_Type,Variety,Pest_Risk,Growth_Stage
13.292541813601158,35.20675102468763,7.045583135518385,274.17178525537804,Maize,Saline,Sweet,High,Vegetative
10.03952824530007,42.27117721203936,6.70230017828824,204.2814568694073,Tomato,Silt,Cherry,High,Seedling
34.350732293955815,73.88828087542205,5.031897841286746,236.812309684427,Sugarcane,Sandy,Co 86032,High,Fruiting/Grain_fill
21.08345458922184,62.87399658649834,6.216333268640996,294.16409010975894,Maize,Sandy,Sweet,High,Vegetative
11.465407309912967,53.05762442230292,6.621455501638755,313.8002981905211,Maize,Sandy,Dent,Moderate,Fruiting/Grain_fill
37.33977934291521,66.3550866320802,6.392611615967255,189.22395074179525,Rice,Sandy,Basmati,High,Fruiting/Grain_fill
36.892462748171,98.32459693027992,5.134442207463162,186.960882574995,Wheat,Sandy,Soft Red,Moderate,Vegetative
43.21305697075078,74.54482351315183,5.8934582758981335,289.8889424204173,Maize,Peaty,Sweet,High,Vegetative
18.034610054632594,52.5633151044931,7.838562350786057,307.5437938096131,Rice,Peaty,Jasmine,High,Vegetative
24.54865825327313,56.70903552471077,8.396164311424142,52.09589528799383,Rice,Peaty,Arborio,Moderate,Vegetative
34.745498756300385,50.04428265413361,6.151881413339371,97.45237023422384,Rice,Sandy,Jasmine,Moderate,Vegetative
26.56200216847965,56.295834471588606,5.799951598078629,299.61713782298943,Maize,Peaty,Dent,Moderate,Fruiting/Grain_fill
19.79646155386108,67.94349492695913,6.518548617144858,117.32134215790876,Wheat,Saline,Soft Red,Moderate,Vegetative
40.73236560693937,75.05191239612063,7.108150431314623,139.53670572370032,Potato,Loamy,Yukon Gold,High,Seedling
26.436409780562794,95.04720242098014,5.934608555952188,43.23217000797042,Potato,Clay,Russet,Very High,Flowering
40.34527961457066,82.62216500709732,5.05654845475399,62.50986251446496,Sugarcane,Sandy,Co 0238,Moderate,Vegetative
35.9917972783021,93.20336128893204,5.163165005603075,103.53196970125497,Wheat,Sandy,Hard Red,Moderate,Vegetative
11.22501784361531,42.24230213157943,4.770355196451348,93.70879886299312,Tomato,Loamy,Beefsteak,High,Fruiting/Grain_fill
11.33518083686702,77.08509090259787,8.002383303212719,90.31762440723986,Rice,Peaty,Jasmine,Moderate,Vegetative
37.19348791960607,96.10897749830916,6.383981951272261,41.97637966693564,Wheat,Clay,Hard Red,High,Vegetative
21.744139869048965,36.24148625926299,4.72152398056216,220.5473336992767,Sugarcane,Clay,Co 0238,Moderate,Vegetative
11.916511465065009,45.99092491835168,8.024167519511817,286.3208509097417,Tomato,Loamy,Roma,Moderate,Fruiting/Grain_fill
11.48554501173522,88.67786604060481,8.447720493879974,233.0467810289486,Rice,Peaty,Basmati,Moderate,Vegetative
21.980069678440845,88.83576875770095,4.703868689044425,124.2440878247404,Sugarcane,Silt,Co 99004,Very High,Flowering
13.721817972765898,44.901141653117,7.665794073926285,372.2105225555951,Maize,Sandy,Sweet,Moderate,Fruiting/Grain_fill
43.37870037893204,67.77429771876044,6.84502303230868,325.42981005000684,Potato,Clay,Yukon Gold,Very High,Flowering
25.88722486737508,33.7311561965884,7.804183338153356,243.31674113073169,Maize,Peaty,Flint,High,Fruiting/Grain_fill
19.782954937256783,86.66380069435581,7.176754676126166,197.00730013741187,Maize,Sandy,Dent,Moderate,Vegetative
25.488435472337244,38.65480541665548,5.772716715211024,121.19657453490728,Tomato,Loamy,Roma,Very High,Flowering
20.42270355612969,77.52687813230341,8.393419119549181,33.06927115908263,Rice,Peaty,Jasmine,High,Fruiting/Grain_fill
25.7471256486267,96.4411504953256,4.510578318478554,122.90445684666273,Rice,Silt,Jasmine,High,Seedling
32.61518172892666,49.28795208213665,5.745661861400774,149.39068782643534,Sugarcane,Saline,Co 86032,Moderate,Vegetative
22.13659505732337,76.87819525764525,5.141213454004117,210.5893360809648,Rice,Loamy,Jasmine,High,Fruiting/Grain_fill
32.728956414741376,62.89660855814661,8.238862150817328,250.72834373898704,Tomato,Peaty,Beefsteak,Very High,Seedling
34.85966081154697,33.613376124439604,5.119317514324986,153.393160334255,Maize,Saline,Flint,High,Fruiting/Grain_fill
11.588797011243075,74.33329054904365,5.7780580561756425,354.5887792914158,Wheat,Clay,Hard Red,Very High,Seedling
11.689858969418696,49.98170866383257,6.059646326265003,379.9403266794389,Tomato,Sandy,Roma,High,Vegetative
14.922045397733234,61.91015874180232,5.9803014301190025,185.500025276684,Maize,Clay,Sweet,Very High,Flowering
12.72505283605587,56.8650626901986,8.378315421544475,76.24677014602854,Sugarcane,Loamy,Co 0238,High,Seedling
42.77913704897684,57.886094920115205,7.892052507114901,365.7389856642704,Maize,Saline,Dent,Moderate,Fruiting/Grain_fill
16.84531694101216,73.00979061393751,4.517514513161009,267.2377352562912,Rice,Silt,Arborio,High,Vegetative
44.05560674440907,75.42165883308286,7.266611460989877,132.51848605339,Rice,Sandy,Jasmine,High,Seedling
41.549439146965234,45.94387428512782,7.076783933693666,23.148993060776466,Wheat,Clay,Soft Red,High,Fruiting/Grain_fill
30.52855092297582,89.45788730273338,8.015225009380828,287.4816657466094,Maize,Sandy,Sweet,Moderate,Fruiting/Grain_fill
43.26670753245098,54.86578881756008,4.714298236897557,40.64023412127615,Sugarcane,Clay,Co 86032,High,Fruiting/Grain_fill
22.19464554324417,77.26450895545496,6.044336323388835,52.36338061037326,Rice,Silt,Jasmine,High,Seedling
10.059391504047522,35.14617618055446,7.5808072428127184,167.53694307497796,Rice,Sandy,Arborio,High,Seedling
17.701252379660858,74.63573899431199,5.442091946277329,344.1224895860924,Rice,Loamy,Basmati,Very High,Seedling
44.06529151470757,64.7037893304805,5.9021444259365605,138.5065207932522,Rice,Clay,Arborio,Very High,Flowering
32.74839045991629,76.01412158206034,6.4243036062778405,150.3655937851789,Maize,Silt,Flint,High,Seedling
22.70404048407181,78.71173708478094,6.414982359459065,254.8563874662165,Rice,Saline,Arborio,Very High,Seedling
17.202266746806714,71.25881354248565,7.717938976188901,46.19350486002713,Potato,Sandy,Russet,High,Seedling
40.98713318235241,70.75972076446976,7.354237133903402,56.36676253688765,Maize,Silt,Sweet,Very High,Flowering
31.08067663478841,64.20844966715892,6.861764765010364,57.71922481657284,Sugarcane,Peaty,Co 99004,High,Seedling
25.299000471364923,66.99501972467425,5.211016980455597,398.0168604284492,Sugarcane,Peaty,Co 86032,Moderate,Fruiting/Grain_fill
43.98416508858372,89.44743020329322,5.307179033195001,290.0946068335078,Maize,Silt,Dent,Very High,Seedling
22.460393049423296,47.152575450385214,5.678868101435499,171.9406718887542,Potato,Sandy,Yukon Gold,High,Fruiting/Grain_fill
39.02417118847167,66.44424535740394,8.377958535142618,264.4280898410537,Wheat,Sandy,Hard Red,Moderate,Fruiting/Grain_fill
30.561898314217643,31.55319491651871,7.397855744585314,201.00537651780303,Potato,Peaty,Yukon Gold,High,Fruiting/Grain_fill
19.646960422152738,73.79166128637412,4.820141866217057,312.2701693412588,Wheat,Sandy,Hard Red,Very High,Flowering
38.32170347017901,52.06945519858003,7.256604808404168,344.49723776155054,Tomato,Silt,Roma,Very High,Flowering
19.949193995631795,66.66635259243452,5.415329738189561,302.00583348535145,Potato,Silt,Russet,Very High,Flowering
22.96279951407288,99.29610076302131,4.9180728214479394,240.2750485500831,Maize,Saline,Dent,High,Seedling
39.08823420088386,61.3383846239961,6.528397456741023,52.65281316132888,Rice,Clay,Jasmine,High,Fruiting/Grain_fill
26.732685978443115,52.510257909798256,6.081848394971256,186.89484545348984,Potato,Silt,Red,Very High,Flowering
44.32773938252687,49.99322173231907,6.35379633690601,236.52467598711684,Sugarcane,Sandy,Co 0238,Very High,Flowering
23.795928323111774,32.52864524785379,6.732529387308077,27.649409617917733,Wheat,Silt,Hard Red,High,Seedling
32.37722982198507,31.168816958159148,4.855276301604643,262.09132375624773,Maize,Peaty,Sweet,Very High,Flowering
20.24487946384152,92.03226847233844,7.195281179064114,312.5396032368664,Maize,Loamy,Dent,Very High,Seedling
25.86095691593521,43.54552255343154,6.522619745444899,195.7473252554937,Potato,Sandy,Yukon Gold,Moderate,Vegetative
15.958264420961877,93.6452338705074,7.392139932303712,209.94356449550585,Rice,Loamy,Arborio,Very High,Flowering
14.72167561658638,89.13146068906184,7.594291957646599,142.4970420073831,Wheat,Peaty,Hard Red,Moderate,Vegetative
32.36867471416393,81.40636877166509,8.337619970386552,261.724862549828,Sugarcane,Silt,Co 99004,Very High,Seedling
36.01183843171684,99.23151958931442,7.096887498849728,208.201851682363,Maize,Clay,Flint,High,Fruiting/Grain_fill
21.57334874927571,33.424639186889195,5.207879791064996,92.61320016418108,Maize,Peaty,Sweet,Very High,Flowering
22.949753319217656,38.789404105511785,4.984297834430501,352.7950627032609,Wheat,Peaty,Durum,Very High,Seedling
43.23450996825554,85.67939416154894,8.309801126151838,196.5119563557439,Tomato,Silt,Cherry,High,Fruiting/Grain_fill
24.072797300406368,53.6915698070974,5.008333098844112,169.10082951974596,Sugarcane,Loamy,Co 99004,High,Fruiting/Grain_fill
22.562887472091766,94.81436773068252,5.229885740043931,145.82967469810407,Potato,Silt,Yukon Gold,Moderate,Vegetative
18.47036197819278,38.347265117637306,8.29433088432501,67.74914134383702,Maize,Clay,Dent,High,Seedling
38.40448470810588,60.402527252101,7.000400741197872,137.46210387117404,Potato,Sandy,Red,High,Fruiting/Grain_fill
29.842008575367647,77.5606242466151,4.593996947372024,368.10639883946834,Tomato,Peaty,Roma,Very High,Flowering
14.763888553352205,47.12830546272715,4.80971838980857,336.07491156963454,Sugarcane,Peaty,Co 0238,Very High,Flowering
30.46413009254105,40.60880690333909,5.062738739341156,96.76841661491132,Potato,Peaty,Yukon Gold,Moderate,Vegetative
42.30791351924964,92.26981348349868,6.797950312708711,30.491970282403177,Potato,Silt,Yukon Gold,High,Fruiting/Grain_fill
11.93026057521733,57.92844309960832,5.372354676856519,311.6582525217154,Tomato,Loamy,Roma,Very High,Seedling
23.03350055514574,63.61864319160156,8.295000952913284,348.6896032982332,Tomato,Silt,Cherry,Very High,Flowering
24.65213504619536,95.56051060624058,6.056587522611716,337.19199035349527,Potato,Peaty,Yukon Gold,Moderate,Fruiting/Grain_fill
12.47829007210654,86.6762020359487,5.871446257627321,128.24513047101482,Maize,Peaty,Sweet,High,Fruiting/Grain_fill
38.61144809147254,46.27751319601368,8.030642090174746,58.23594126633154,Wheat,Peaty,Hard Red,Moderate,Vegetative
20.79332357906867,92.4180309199703,6.444981776444626,161.1156849467001,Wheat,Saline,Durum,Very High,Flowering
14.994576530389534,67.48761001488899,7.654511720760599,112.0542993445021,Potato,Silt,Russet,Very High,Flowering
23.95714123513537,86.47774719610524,6.65596784949635,289.87145623268697,Maize,Clay,Sweet,Very High,Seedling
32.356109114216835,67.73132351932964,6.208255950550876,90.24178906427636,Sugarcane,Saline,Co 99004,Very High,Flowering
14.432041626228298,87.389969111027,6.811922935624245,128.0775245544609,Maize,Clay,Flint,High,Seedling
31.225988667737013,91.25361972863344,4.823375632241856,49.5014056594902,Rice,Loamy,Arborio,Very High,Flowering
37.43418714813163,90.82469248002036,5.580324881501781,194.6257510637463,Maize,Saline,Sweet,Moderate,Vegetative
20.89949928183578,50.02187000859692,6.387443967805712,145.07902340841514,Tomato,Peaty,Beefsteak,Very High,Flowering
18.08892274032373,94.74264637039764,5.864011157134463,209.45167350062133,Maize,Silt,Dent,High,Seedling
15.454816925606748,86.26371621493581,4.734174928118438,388.7015387416322,Sugarcane,Peaty,Co 0238,Very High,Seedling
26.943179886840728,55.65179114975012,6.752183056721173,355.40415859669287,Sugarcane,Silt,Co 86032,High,Vegetative
29.94310883160562,97.5035331827809,5.769823590498008,234.95986624914968,Rice,Clay,Arborio,Very High,Flowering
15.320636335670308,80.06731588891802,5.83073757564585,317.6006460506193,Maize,Sandy,Dent,Very High,Flowering
19.91819604028666,84.34474766776316,5.325714974598428,297.884525261654,Wheat,Saline,Durum,High,Vegetative
11.22155336608948,98.8936836274476,5.396786156694408,357.5957450314688,Potato,Peaty,Russet,Very High,Flowering
14.454677821836256,47.69502744671439,6.866229406380035,114.58249862618312,Potato,Clay,Russet,Very High,Flowering
29.243605330788395,85.56584030460189,6.295037724593993,133.5051586649883,Potato,Silt,Yukon Gold,High,Seedling
33.45831455499517,34.55738145264645,7.353782226952935,212.98781939483828,Tomato,Clay,Beefsteak,Very High,Flowering
22.73753842511821,41.54779099414156,5.360523483124005,325.5503250093698,Rice,Clay,Basmati,Very High,Flowering
10.24406523319488,95.07344495374136,7.405682702811937,303.13165099217895,Tomato,Silt,Roma,High,Vegetative
33.2338965747008,41.17339824512236,8.304115428547108,138.7630316313967,Wheat,Saline,Durum,Moderate,Vegetative
24.709806829938515,92.7351081797083,8.126730728926773,213.0671724072562,Rice,Saline,Basmati,High,Fruiting/Grain_fill
43.47304545808512,86.54793631668123,5.583597643505744,224.51523905873816,Sugarcane,Clay,Co 99004,High,Seedling
29.10409265151868,95.42226030845518,4.949606457930843,169.63991093767183,Wheat,Clay,Durum,Very High,Flowering
31.87171504773524,33.20904625329653,5.658023032037285,330.25744106380114,Wheat,Sandy,Durum,Very High,Flowering
19.73186090826926,81.74434153787669,7.954798342004455,141.2109623687456,Potato,Loamy,Red,High,Fruiting/Grain_fill
29.237966596113765,39.46803957500693,4.735101154789362,399.58657610407295,Wheat,Silt,Soft Red,Very High,Flowering
14.117308565145752,64.96404722270927,7.900003929734551,225.1660002153736,Sugarcane,Loamy,Co 0238,High,Seedling
42.394297449806,37.34239370638789,7.633531804944516,25.26062152570224,Rice,Peaty,Basmati,High,Fruiting/Grain_fill
44.03079122166606,39.801022382693006,7.0019049604795045,55.29864354962768,Tomato,Peaty,Beefsteak,High,Seedling
26.66843390753659,35.1818565870631,8.34067922501994,337.12391281581523,Sugarcane,Sandy,Co 0238,Moderate,Fruiting/Grain_fill
17.2465588451726,95.38651807748886,7.824159231445488,386.9274364020816,Maize,Clay,Dent,Moderate,Fruiting/Grain_fill
39.19841221767166,79.09995501034544,5.416813449996281,61.09126662549125,Rice,Clay,Basmati,Moderate,Vegetative
10.958489700676616,75.39638952604903,7.739435501908305,206.6312126785801,Wheat,Sandy,Soft Red,High,Seedling
38.91897675271653,98.60784996244024,5.960337384921044,102.79011746869266,Sugarcane,Sandy,Co 0238,Very High,Flowering
34.16775980416239,44.082233147736886,6.569196864303448,333.2556115539708,Tomato,Sandy,Cherry,Very High,Flowering
34.651936817446575,61.34004446599228,7.757289666732391,223.81936198788296,Wheat,Loamy,Hard Red,High,Seedling
43.98805942988054,46.93961480934837,4.541117094195435,246.8038085028825,Sugarcane,Silt,Co 0238,Very High,Flowering
27.41627073396948,73.33320875350338,7.791711560614168,182.95713397224048,Rice,Silt,Arborio,Very High,Flowering
25.06709159112781,85.95901408589367,7.246655549682862,203.26736756923023,Maize,Loamy,Flint,High,Seedling
31.85293460133807,38.78230031973746,6.682195301622233,274.1803238539136,Potato,Clay,Yukon Gold,Moderate,Fruiting/Grain_fill
10.928947453599587,60.12018161685526,4.8393628609824,300.42120343049106,Potato,Clay,Russet,Very High,Seedling
39.36902366572679,82.3399711120342,7.53539692007571,84.04843925930427,Maize,Silt,Sweet,High,Fruiting/Grain_fill
13.788226232528878,74.84354187098364,5.170195430366715,56.98438601908024,Wheat,Clay,Durum,Very High,Flowering
34.01396129052006,43.5498896319031,7.713473914580483,212.901338224444,Tomato,Saline,Roma,Very High,Flowering
16.87370796345636,63.57036847247928,5.925370667987902,281.7405050594905,Maize,Sandy,Dent,Very High,Flowering
17.568884285500523,70.79562867557368,5.109811951106197,207.0355149427669,Potato,Loamy,Russet,Moderate,Vegetative
11.799036618553806,55.79414323362872,8.011574086509876,114.22018167507308,Potato,Sandy,Yukon Gold,High,Fruiting/Grain_fill
30.985341704534125,91.23791870612762,6.504338815680675,236.1084632103148,Sugarcane,Saline,Co 86032,Moderate,Vegetative
11.087525687534889,30.931280886398728,6.887564135887541,24.71726693585701,Sugarcane,Clay,Co 99004,High,Vegetative
40.94556384850232,86.16303238506028,4.613236869566878,178.4782606103107,Wheat,Loamy,Durum,High,Seedling
31.90862263583669,70.10286770030925,8.292064596833253,29.90413616376589,Tomato,Sandy,Roma,High,Vegetative
19.46625118293339,85.29804599416345,5.220746390074268,64.96014199168549,Potato,Peaty,Red,High,Seedling
38.679283761208346,64.93217478157383,7.931358134371029,231.04233293463784,Sugarcane,Saline,Co 99004,High,Seedling
14.885639556180722,40.80873714092006,4.724316456884656,274.2381374764865,Rice,Sandy,Basmati,High,Vegetative
22.6698692656806,61.01471249118464,4.7474203190094375,128.71278558411638,Sugarcane,Peaty,Co 0238,High,Fruiting/Grain_fill
15.451850499422443,71.58279557767305,8.326087369290985,362.3438152055524,Wheat,Clay,Hard Red,Moderate,Fruiting/Grain_fill
18.270680919050257,39.82147668367087,4.760301515647708,317.6990742249533,Sugarcane,Silt,Co 86032,Moderate,Fruiting/Grain_fill
22.407756800858973,92.1517215296916,5.155636581942389,318.1901730592641,Wheat,Loamy,Durum,Moderate,Fruiting/Grain_fill
12.92073790479744,91.60324396928978,4.753837423811101,371.1425228384549,Rice,Peaty,Jasmine,Moderate,Fruiting/Grain_fill
23.191729350266208,86.0889380035418,7.233363324049527,99.48246168295114,Rice,Sandy,Basmati,Moderate,Vegetative
23.0034848772879,37.83994482714107,6.414189633375788,60.54955799483886,Rice,Silt,Jasmine,Moderate,Vegetative
21.35797786309005,62.52330051747697,6.226824334375873,237.06968131061075,Tomato,Peaty,Cherry,Very High,Flowering
21.88071606511288,34.26853480771195,6.710296585351255,285.4414348635681,Wheat,Loamy,Hard Red,Moderate,Fruiting/Grain_fill
35.94158210045323,89.138225372114,7.061590680001887,204.75413285131864,Rice,Peaty,Arborio,Moderate,Vegetative
